2:FourPixel,
Transient Analysis,
Tue Nov 20 15:07:46 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\FourPixel.cir,
time [sec],v(vdd) [V],v(11:n1) [V],v(expose) [V],v(11:n2) [V],v(erase) [V],v(11:n3) [V],v(nre_r1) [V],v(out1) [V],v(12:n1) [V],v(12:n2) [V],v(12:n3) [V],v(out2) [V],v(21:n1) [V],v(21:n2) [V],v(21:n3) [V],v(nre_r2) [V],v(22:n1) [V],v(22:n2) [V],v(22:n3) [V],v(m:22:c.drain) [V],v(m:22:c.source) [V],v(m:22:p4.drain) [V],v(m:22:p4.source) [V],v(m:22:p3.drain) [V],v(m:22:p3.source) [V],v(m:21:c.drain) [V],v(m:21:c.source) [V],v(m:21:p4.drain) [V],v(m:21:p4.source) [V],v(m:21:p3.drain) [V],v(m:21:p3.source) [V],v(m:12:c.drain) [V],v(m:12:c.source) [V],v(m:12:p4.drain) [V],v(m:12:p4.source) [V],v(m:12:p3.drain) [V],v(m:12:p3.source) [V],v(m:11:c.drain) [V],v(m:11:c.source) [V],v(m:11:p4.drain) [V],v(m:11:p4.source) [V],v(m:11:p3.drain) [V],v(m:11:p3.source) [V],v(m:22:n2.drain) [V],v(m:22:n2.source) [V],v(m:22:n1.drain) [V],v(m:22:n1.source) [V],v(m:21:n2.drain) [V],v(m:21:n2.source) [V],v(m:21:n1.drain) [V],v(m:21:n1.source) [V],v(m:12:n2.drain) [V],v(m:12:n2.source) [V],v(m:12:n1.drain) [V],v(m:12:n1.source) [V],v(m:11:n2.drain) [V],v(m:11:n2.source) [V],v(m:11:n1.drain) [V],v(m:11:n1.source) [V],i(vnre_r2) [A],i(vnre_r1) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0434299,1.8,1.96905,0,1.20008,0,1.30793,1.8,1.74877,1.96905,1.20008,1.30791,1.74874,1.96905,1.20008,1.30793,1.8,1.9684,1.19874,1.3068,1.74874,1.8,1.3068,1.74874,6.53993e-11,1.3068,1.74877,1.8,1.30793,1.74877,6.55554e-11,1.30793,1.74874,1.8,1.30791,1.74874,6.55247e-11,1.30791,1.74877,1.8,1.30793,1.74877,6.55555e-11,1.30793,1.19874,4.0036e-11,1.9684,1.19874,1.20008,4.00348e-11,1.96905,1.20008,1.20008,4.00348e-11,1.96905,1.20008,1.20008,4.00348e-11,1.96905,1.20008,2.12284e-13,2.20695e-13,-7.39356e-14,4.17438e-11,-1.2701e-10,
0.0437491,1.8,1.97336,0,1.19674,0,1.30568,1.8,1.74919,1.97336,1.19674,1.30566,1.74915,1.97336,1.19674,1.30568,1.8,1.9762,1.19542,1.30487,1.74915,1.8,1.30487,1.74915,6.62562e-11,1.30487,1.74919,1.8,1.30568,1.74919,6.59573e-11,1.30568,1.74915,1.8,1.30566,1.74915,6.59264e-11,1.30566,1.74919,1.8,1.30568,1.74919,6.59574e-11,1.30568,1.19542,4.00388e-11,1.9762,1.19542,1.19674,4.00377e-11,1.97336,1.19674,1.19674,4.00377e-11,1.97336,1.19674,1.19674,4.00377e-11,1.97336,1.19674,-3.68096e-13,-3.76487e-13,-7.37e-14,-4.14267e-11,-3.18179e-11,
0.044,1.8,1.96901,0,1.19413,0,1.30392,1.8,1.74951,1.96901,1.19413,1.3039,1.74947,1.96901,1.19413,1.30392,1.8,1.96747,1.19282,1.30304,1.74947,1.8,1.30304,1.74947,6.64739e-11,1.30304,1.74951,1.8,1.30392,1.74951,6.63174e-11,1.30392,1.74947,1.8,1.3039,1.74947,6.62861e-11,1.3039,1.74951,1.8,1.30392,1.74951,6.63175e-11,1.30392,1.19282,4.0041e-11,1.96747,1.19282,1.19413,4.00399e-11,1.96901,1.19413,1.19413,4.00399e-11,1.96901,1.19413,1.19413,4.00399e-11,1.96901,1.19413,1.96674e-13,2.21477e-13,-9.08589e-14,3.96308e-11,-1.23887e-10,
0.044002,1.8,1.97015,0,1.1939,0,1.26593,1.62,1.74919,1.97015,1.1939,1.26584,1.74915,1.97015,1.19411,1.3039,1.8,1.96938,1.1928,1.30329,1.74915,1.8,1.30329,1.74915,6.69557e-11,1.30329,1.74919,1.8,1.3039,1.74919,6.64123e-11,1.3039,1.74915,1.8,1.26584,1.74915,2.64436e-11,1.26584,1.74919,1.8,1.26593,1.74919,2.64621e-11,1.26593,1.1928,4.00411e-11,1.96938,1.1928,1.19411,4.00399e-11,1.97015,1.19411,1.1939,4.00401e-11,1.97015,1.1939,1.1939,4.00401e-11,1.97015,1.1939,-3.1736e-12,4.88838e-09,-2.8216e-12,1.68361e-11,-2.77603e-09,
0.0440025,1.8,1.97038,0,1.194,0,1.28529,1.575,1.74904,1.97038,1.194,1.28515,1.749,1.97038,1.1941,1.3039,1.8,1.96977,1.19279,1.30329,1.749,1.8,1.30329,1.749,6.70363e-11,1.30329,1.74904,1.8,1.3039,1.74904,6.68583e-11,1.3039,1.749,1.8,1.28515,1.749,5.21299e-11,1.28515,1.74904,1.8,1.28529,1.74904,5.22225e-11,1.28529,1.19279,4.00411e-11,1.96977,1.19279,1.1941,4.00399e-11,1.97038,1.1941,1.194,4.004e-11,1.97038,1.194,1.194,4.004e-11,1.97038,1.194,-4.35398e-12,5.5414e-09,-3.48168e-12,2.36359e-11,-2.67161e-09,
0.0440035,1.8,1.97073,0,1.19512,0,1.49421,1.485,1.74797,1.97073,1.19512,1.49412,1.74794,1.97073,1.19409,1.30389,1.8,1.9704,1.19279,1.30333,1.74794,1.8,1.30333,1.74794,6.72204e-11,1.30333,1.74797,1.8,1.30389,1.74797,6.70176e-11,1.30389,1.74794,1.8,1.49412,1.74794,3.6361e-08,1.49412,1.74797,1.8,1.49421,1.74797,3.64737e-08,1.49421,1.19279,4.00411e-11,1.9704,1.19279,1.19409,4.00399e-11,1.97073,1.19409,1.19512,4.00391e-11,1.97073,1.19512,1.19512,4.00391e-11,1.97073,1.19512,-2.65505e-11,1.00618e-08,6.19671e-12,4.79004e-11,-2.75821e-09,
0.0440047,1.8,1.97093,0,1.19565,0,1.58499,1.38125,1.73793,1.97093,1.19565,1.58497,1.73791,1.971,1.19408,1.30384,1.8,1.9709,1.19278,1.30328,1.73791,1.8,1.30328,1.73791,6.68777e-11,1.30328,1.73793,1.8,1.30384,1.73793,6.69851e-11,1.30384,1.73791,1.8,1.58497,1.73791,7.34128e-07,1.58497,1.73793,1.8,1.58499,1.73793,7.34554e-07,1.58499,1.19278,4.00411e-11,1.9709,1.19278,1.19408,4.00399e-11,1.971,1.19408,1.19565,4.00386e-11,1.97093,1.19565,1.19565,4.00386e-11,1.97093,1.19565,-2.31886e-10,1.84432e-09,-2.20896e-11,-4.16453e-11,-2.95681e-09,
0.0440059,1.8,1.97103,0,1.196,0,1.62439,1.26619,1.69348,1.97103,1.196,1.6244,1.69349,1.97122,1.19407,1.30371,1.8,1.97101,1.19277,1.30314,1.69349,1.8,1.30314,1.69349,6.67411e-11,1.30314,1.69348,1.8,1.30371,1.69348,6.67731e-11,1.30371,1.69349,1.8,1.6244,1.69349,2.46149e-06,1.6244,1.69348,1.8,1.62439,1.69348,2.46068e-06,1.62439,1.19277,4.00411e-11,1.97101,1.19277,1.19407,4.004e-11,1.97122,1.19407,1.196,4.00384e-11,1.97103,1.196,1.196,4.00384e-11,1.97103,1.196,-7.92138e-10,8.4305e-09,1.28559e-11,2.97914e-11,-4.78779e-09,
0.0440085,1.8,1.97113,0,1.1957,0,1.59498,1.03605,1.59709,1.97113,1.1957,1.59501,1.59712,1.97113,1.19404,1.30315,1.8,1.97107,1.19274,1.30269,1.59712,1.8,1.30269,1.59712,6.61169e-11,1.30269,1.59709,1.8,1.30315,1.59709,6.46035e-11,1.30315,1.59712,1.8,1.59501,1.59712,1.00934e-06,1.59501,1.59709,1.8,1.59498,1.59709,1.00827e-06,1.59498,1.19274,4.00411e-11,1.97107,1.19274,1.19404,4.004e-11,1.97113,1.19404,1.1957,4.00385e-11,1.97113,1.1957,1.1957,4.00385e-11,1.97113,1.1957,-3.19142e-10,3.71537e-09,-1.83054e-11,-5.62894e-11,-3.63299e-09,
0.0440116,1.8,1.97112,0,1.19538,0,1.55255,0.754352,1.55271,1.97112,1.19538,1.55257,1.55273,1.97112,1.19401,1.30248,1.8,1.97109,1.19271,1.30222,1.55273,1.8,1.30222,1.55273,6.53265e-11,1.30222,1.55271,1.8,1.30248,1.55271,6.50459e-11,1.30248,1.55273,1.8,1.55257,1.55273,2.59662e-07,1.55257,1.55271,1.8,1.55255,1.55271,2.59445e-07,1.55255,1.19271,4.00411e-11,1.97109,1.19271,1.19401,4.004e-11,1.97112,1.19401,1.19538,4.00389e-11,1.97112,1.19538,1.19538,4.00389e-11,1.97112,1.19538,-1.02234e-10,1.70368e-08,1.43886e-11,4.22077e-11,-5.81782e-09,
0.0440165,1.8,1.97111,0,1.19521,0,1.5306,0.315074,1.53062,1.97111,1.19521,1.53062,1.53065,1.9711,1.19396,1.30149,1.8,1.97111,1.19266,1.30139,1.53065,1.8,1.30139,1.53065,6.44273e-11,1.30139,1.53062,1.8,1.30149,1.53062,6.23295e-11,1.30149,1.53065,1.8,1.53062,1.53065,1.27254e-07,1.53062,1.53062,1.8,1.5306,1.53062,1.27151e-07,1.5306,1.19266,4.00412e-11,1.97111,1.19266,1.19396,4.00401e-11,1.9711,1.19396,1.19521,4.0039e-11,1.97111,1.19521,1.19521,4.0039e-11,1.97111,1.19521,-3.93566e-11,6.69424e-09,-1.73296e-11,-4.91605e-11,-9.72422e-09,
0.04402,1.8,1.97111,0,1.19512,0,1.52183,7.32747e-14,1.52186,1.97111,1.19512,1.52185,1.52188,1.97108,1.19392,1.30078,1.8,1.97111,1.19263,1.30078,1.52188,1.8,1.30078,1.52188,6.34907e-11,1.30078,1.52186,1.8,1.30078,1.52186,6.27333e-11,1.30078,1.52188,1.8,1.52185,1.52188,9.2965e-08,1.52185,1.52186,1.8,1.52183,1.52186,9.28942e-08,1.52183,1.19263,4.00412e-11,1.97111,1.19263,1.19392,4.00401e-11,1.97108,1.19392,1.19512,4.00391e-11,1.97111,1.19512,1.19512,4.00391e-11,1.97111,1.19512,-3.93849e-11,1.75931e-08,1.51069e-11,5.07983e-11,-1.16375e-08,
0.0440206,1.8,1.9711,0,1.19511,0,1.52126,0,1.52128,1.9711,1.19511,1.52128,1.5213,1.97105,1.19391,1.30063,1.8,1.97112,1.19262,1.30065,1.5213,1.8,1.30065,1.5213,6.37215e-11,1.30065,1.52128,1.8,1.30063,1.52128,6.15133e-11,1.30063,1.5213,1.8,1.52128,1.5213,9.22159e-08,1.52128,1.52128,1.8,1.52126,1.52128,9.21479e-08,1.52126,1.19262,4.00412e-11,1.97112,1.19262,1.19391,4.00401e-11,1.97105,1.19391,1.19511,4.00391e-11,1.9711,1.19511,1.19511,4.00391e-11,1.9711,1.19511,-1.90682e-11,-1.4078e-10,-2.85744e-12,1.45611e-11,-1.18264e-08,
0.0440217,1.8,1.97109,0,1.19509,0,1.52015,0,1.52017,1.97109,1.19509,1.52018,1.52019,1.97102,1.1939,1.30037,1.8,1.97112,1.19261,1.30043,1.52019,1.8,1.30043,1.52019,6.37701e-11,1.30043,1.52017,1.8,1.30037,1.52017,6.12892e-11,1.30037,1.52019,1.8,1.52018,1.52019,8.89085e-08,1.52018,1.52017,1.8,1.52015,1.52017,8.88472e-08,1.52015,1.19261,4.00412e-11,1.97112,1.19261,1.1939,4.00401e-11,1.97102,1.1939,1.19509,4.00391e-11,1.97109,1.19509,1.19509,4.00391e-11,1.97109,1.19509,-1.47472e-11,-1.29909e-10,-2.56632e-12,1.78252e-11,-1.21312e-08,
0.0440241,1.8,1.97109,0,1.19504,0,1.51824,0,1.51826,1.97109,1.19504,1.51826,1.51828,1.97101,1.19388,1.29987,1.8,1.97113,1.19259,1.29999,1.51828,1.8,1.29999,1.51828,6.30908e-11,1.29999,1.51826,1.8,1.29987,1.51826,6.09396e-11,1.29987,1.51828,1.8,1.51826,1.51827,8.34032e-08,1.51826,1.51826,1.8,1.51824,1.51826,8.33536e-08,1.51824,1.19259,4.00412e-11,1.97113,1.19259,1.19388,4.00401e-11,1.97101,1.19388,1.19504,4.00391e-11,1.97109,1.19504,1.19504,4.00391e-11,1.97109,1.19504,-8.46824e-12,-1.04407e-10,-1.10422e-12,1.15395e-11,-1.26921e-08,
0.0440287,1.8,1.97111,0,1.19497,0,1.51535,0,1.51537,1.97111,1.19497,1.51537,1.51538,1.97106,1.19383,1.29903,1.8,1.97113,1.19255,1.29927,1.51538,1.8,1.29927,1.51538,6.19976e-11,1.29927,1.51537,1.8,1.29903,1.51537,6.00148e-11,1.29903,1.51538,1.8,1.51537,1.51538,7.56674e-08,1.51537,1.51537,1.8,1.51535,1.51537,7.56328e-08,1.51535,1.19255,4.00413e-11,1.97113,1.19255,1.19383,4.00402e-11,1.97106,1.19383,1.19497,4.00392e-11,1.97111,1.19497,1.19497,4.00392e-11,1.97111,1.19497,-1.44423e-11,-7.26066e-11,-3.45139e-13,-9.86433e-12,-1.35765e-08,
0.044038,1.8,1.97112,0,1.19485,0,1.51192,0,1.51193,1.97112,1.19485,1.51193,1.51194,1.97107,1.19373,1.29753,1.8,1.97114,1.19245,1.29797,1.51194,1.8,1.29797,1.51194,5.97723e-11,1.29797,1.51193,1.8,1.29753,1.51193,5.85179e-11,1.29753,1.51194,1.8,1.51193,1.51194,6.75181e-08,1.51193,1.51193,1.8,1.51192,1.51193,6.75e-08,1.51192,1.19245,4.00414e-11,1.97114,1.19245,1.19373,4.00403e-11,1.97107,1.19373,1.19485,4.00393e-11,1.97112,1.19485,1.19485,4.00393e-11,1.97112,1.19485,-5.61528e-13,-3.25055e-11,4.04436e-14,1.08312e-11,-1.47277e-08,
0.0440566,1.8,1.97111,0,1.19465,0,1.50932,0,1.50933,1.97111,1.19465,1.50933,1.50934,1.97115,1.19352,1.29492,1.8,1.97113,1.19226,1.29554,1.50934,1.8,1.29554,1.50934,5.72897e-11,1.29554,1.50933,1.8,1.29492,1.50933,5.56306e-11,1.29492,1.50934,1.8,1.50933,1.50934,6.20981e-08,1.50933,1.50933,1.8,1.50932,1.50933,6.20935e-08,1.50932,1.19226,4.00415e-11,1.97113,1.19226,1.19352,4.00404e-11,1.97115,1.19352,1.19465,4.00395e-11,1.97111,1.19465,1.19465,4.00395e-11,1.97111,1.19465,-7.29299e-12,-7.25137e-12,-1.05838e-12,-1.24373e-11,-1.56508e-08,
0.0440937,1.8,1.97112,0,1.19425,0,1.50854,0,1.50855,1.97112,1.19425,1.50854,1.50855,1.97109,1.19312,1.29087,1.8,1.97114,1.19186,1.2918,1.50855,1.8,1.2918,1.50855,5.401e-11,1.2918,1.50855,1.8,1.29087,1.50855,5.21502e-11,1.29087,1.50855,1.8,1.50854,1.50855,6.10757e-08,1.50854,1.50855,1.8,1.50854,1.50855,6.10767e-08,1.50854,1.19186,4.00419e-11,1.97114,1.19186,1.19312,4.00408e-11,1.97109,1.19312,1.19425,4.00398e-11,1.97112,1.19425,1.19425,4.00398e-11,1.97112,1.19425,3.73863e-12,1.26864e-12,7.43432e-13,1.08344e-11,-1.59491e-08,
0.044168,1.8,1.97111,0,1.19348,0,1.50833,0,1.50834,1.97111,1.19348,1.50833,1.50834,1.97114,1.19232,1.28561,1.8,1.9711,1.19106,1.28661,1.50834,1.8,1.28661,1.50834,4.94828e-11,1.28661,1.50834,1.8,1.28561,1.50834,4.7944e-11,1.28561,1.50834,1.8,1.50833,1.50834,6.18067e-08,1.50833,1.50834,1.8,1.50833,1.50834,6.18076e-08,1.50833,1.19106,4.00426e-11,1.9711,1.19106,1.19232,4.00415e-11,1.97114,1.19232,1.19348,4.00405e-11,1.97111,1.19348,1.19348,4.00405e-11,1.97111,1.19348,-5.8001e-12,-2.0914e-12,-9.58485e-13,-1.15288e-11,-1.60188e-08,
0.0443165,1.8,1.97112,0,1.19193,0,1.50756,0,1.50757,1.97112,1.19193,1.50756,1.50757,1.97109,1.19075,1.28037,1.8,1.97112,1.18949,1.28085,1.50757,1.8,1.28085,1.50757,4.61416e-11,1.28085,1.50757,1.8,1.28037,1.50757,4.50448e-11,1.28037,1.50757,1.8,1.50756,1.50757,6.2751e-08,1.50756,1.50757,1.8,1.50756,1.50757,6.27517e-08,1.50756,1.18949,4.00439e-11,1.97112,1.18949,1.19075,4.00428e-11,1.97109,1.19075,1.19193,4.00418e-11,1.97112,1.19193,1.19193,4.00418e-11,1.97112,1.19193,4.63595e-12,6.16599e-13,7.95457e-13,1.12818e-11,-1.63295e-08,
0.0446137,1.8,1.97111,0,1.18884,0,1.50621,0,1.50622,1.97111,1.18884,1.50621,1.50622,1.97114,1.18765,1.27638,1.8,1.97111,1.18639,1.27597,1.50622,1.8,1.27597,1.50622,4.39627e-11,1.27597,1.50622,1.8,1.27638,1.50622,4.36921e-11,1.27638,1.50622,1.8,1.50621,1.50622,6.49743e-08,1.50621,1.50622,1.8,1.50621,1.50622,6.4975e-08,1.50621,1.18639,4.00466e-11,1.97111,1.18639,1.18765,4.00455e-11,1.97114,1.18765,1.18884,4.00445e-11,1.97111,1.18884,1.18884,4.00445e-11,1.97111,1.18884,-5.17692e-12,-1.90794e-12,-8.97655e-13,-1.18668e-11,-1.68579e-08,
0.04502,1.8,1.97112,0,1.18461,0,1.50426,0,1.50427,1.97112,1.18462,1.50426,1.50427,1.97109,1.18342,1.27299,1.8,1.97112,1.18218,1.27239,1.50427,1.8,1.27239,1.50427,4.43703e-11,1.27239,1.50427,1.8,1.27299,1.50427,4.41528e-11,1.27299,1.50427,1.8,1.50426,1.50427,6.79033e-08,1.50426,1.50427,1.8,1.50426,1.50427,6.7904e-08,1.50426,1.18218,4.00503e-11,1.97112,1.18218,1.18342,4.00492e-11,1.97109,1.18342,1.18462,4.00481e-11,1.97112,1.18462,1.18461,4.00481e-11,1.97112,1.18461,4.80227e-12,5.48846e-13,7.99975e-13,1.12797e-11,-1.76637e-08,
0.045022,1.8,1.97112,0,1.1846,0,1.506,0.18,1.50601,1.97112,1.1846,1.506,1.50601,1.97111,1.1834,1.27297,1.8,1.97111,1.18216,1.27237,1.50601,1.8,1.27237,1.50601,4.43019e-11,1.27237,1.50601,1.8,1.27297,1.50601,4.4097e-11,1.27297,1.50601,1.8,1.506,1.50601,7.19736e-08,1.506,1.50601,1.8,1.506,1.50601,7.19769e-08,1.506,1.18216,4.00503e-11,1.97111,1.18216,1.1834,4.00492e-11,1.97111,1.1834,1.1846,4.00482e-11,1.97112,1.1846,1.1846,4.00482e-11,1.97112,1.1846,1.26483e-11,-1.23801e-08,1.17108e-12,-3.98943e-13,-1.6848e-08,
0.045026,1.8,1.97112,0,1.18458,0,1.50896,0.54,1.50897,1.97112,1.18458,1.50895,1.50897,1.97112,1.18336,1.27294,1.8,1.97111,1.18212,1.27233,1.50897,1.8,1.27233,1.50897,4.4268e-11,1.27233,1.50897,1.8,1.27294,1.50897,4.40875e-11,1.27294,1.50897,1.8,1.50895,1.50897,7.97766e-08,1.50895,1.50897,1.8,1.50896,1.50897,7.97846e-08,1.50896,1.18212,4.00503e-11,1.97111,1.18212,1.18336,4.00492e-11,1.97112,1.18336,1.18458,4.00482e-11,1.97112,1.18458,1.18458,4.00482e-11,1.97112,1.18458,8.84038e-12,-1.24151e-08,1.19575e-12,-2.69833e-13,-1.57105e-08,
0.045034,1.8,1.97112,0,1.18427,0,1.46858,1.26,1.51593,1.97112,1.18427,1.46858,1.51593,1.97112,1.18327,1.27287,1.8,1.97111,1.18203,1.27226,1.51593,1.8,1.27226,1.51593,4.42621e-11,1.27226,1.51593,1.8,1.27287,1.51593,4.40832e-11,1.27287,1.51593,1.8,1.46858,1.51593,1.92981e-08,1.46858,1.51593,1.8,1.46858,1.51593,1.93002e-08,1.46858,1.18203,4.00504e-11,1.97111,1.18203,1.18327,4.00493e-11,1.97112,1.18327,1.18427,4.00484e-11,1.97112,1.18427,1.18427,4.00484e-11,1.97112,1.18427,1.64573e-11,-6.77355e-09,4.20079e-13,-1.08687e-12,-1.16947e-08,
0.04504,1.8,1.97112,0,1.1838,0,1.39361,1.8,1.52216,1.97112,1.1838,1.39361,1.52215,1.97112,1.18321,1.27282,1.8,1.97111,1.18197,1.2722,1.52215,1.8,1.2722,1.52215,4.42271e-11,1.2722,1.52216,1.8,1.27282,1.52216,4.40739e-11,1.27282,1.52215,1.8,1.39361,1.52215,1.3863e-09,1.39361,1.52216,1.8,1.39361,1.52216,1.38624e-09,1.39361,1.18197,4.00504e-11,1.97111,1.18197,1.18321,4.00494e-11,1.97112,1.18321,1.1838,4.00489e-11,1.97112,1.1838,1.1838,4.00489e-11,1.97112,1.1838,1.43132e-11,-3.47152e-09,2.16692e-13,-3.25321e-12,-8.09035e-09,
0.0450408,1.8,1.97112,0,1.18375,0,1.38572,1.8,1.52291,1.97112,1.18375,1.38572,1.5229,1.97112,1.1832,1.27281,1.8,1.97111,1.18196,1.2722,1.5229,1.8,1.2722,1.5229,4.3991e-11,1.2722,1.52291,1.8,1.27281,1.52291,4.40227e-11,1.27281,1.5229,1.8,1.38572,1.5229,1.06451e-09,1.38572,1.52291,1.8,1.38572,1.52291,1.06448e-09,1.38572,1.18196,4.00505e-11,1.97111,1.18196,1.1832,4.00494e-11,1.97112,1.1832,1.18375,4.00489e-11,1.97112,1.18375,1.18375,4.00489e-11,1.97112,1.18375,1.36453e-11,-1.19458e-10,8.33135e-13,-1.19651e-11,-1.12575e-08,
0.0450424,1.8,1.97112,0,1.18367,0,1.37297,1.8,1.52439,1.97112,1.18367,1.37297,1.52438,1.97112,1.18318,1.2728,1.8,1.97111,1.18194,1.27218,1.52438,1.8,1.27218,1.52438,4.39237e-11,1.27218,1.52439,1.8,1.2728,1.52439,4.40063e-11,1.2728,1.52438,1.8,1.37297,1.52438,6.78103e-10,1.37297,1.52439,1.8,1.37297,1.52439,6.78093e-10,1.37297,1.18194,4.00505e-11,1.97111,1.18194,1.18318,4.00494e-11,1.97112,1.18318,1.18367,4.0049e-11,1.97112,1.18367,1.18367,4.0049e-11,1.97112,1.18367,9.77593e-12,-6.96729e-11,6.25138e-13,-1.30561e-11,-1.08653e-08,
0.0450457,1.8,1.97112,0,1.18357,0,1.3576,1.8,1.5272,1.97112,1.18357,1.3576,1.52719,1.97112,1.18315,1.27278,1.8,1.97111,1.18191,1.27216,1.52719,1.8,1.27216,1.52719,4.40668e-11,1.27216,1.5272,1.8,1.27278,1.5272,4.40415e-11,1.27278,1.52719,1.8,1.3576,1.52719,4.02155e-10,1.3576,1.5272,1.8,1.3576,1.5272,4.02152e-10,1.3576,1.18191,4.00505e-11,1.97111,1.18191,1.18315,4.00494e-11,1.97112,1.18315,1.18357,4.00491e-11,1.97112,1.18357,1.18357,4.00491e-11,1.97112,1.18357,1.55733e-11,-3.46379e-11,1.65186e-13,-7.32092e-12,-1.01547e-08,
0.0450521,1.8,1.97112,0,1.18342,0,1.34066,1.8,1.53232,1.97112,1.18342,1.34066,1.5323,1.97112,1.18308,1.27272,1.8,1.97111,1.18184,1.2721,1.5323,1.8,1.2721,1.5323,4.4159e-11,1.2721,1.53232,1.8,1.27272,1.53232,4.40611e-11,1.27272,1.5323,1.8,1.34066,1.5323,2.29926e-10,1.34066,1.53232,1.8,1.34066,1.53232,2.29926e-10,1.34066,1.18184,4.00506e-11,1.97111,1.18184,1.18308,4.00495e-11,1.97112,1.18308,1.18342,4.00492e-11,1.97112,1.18342,1.18342,4.00492e-11,1.97112,1.18342,7.87276e-12,-1.36588e-11,-8.953e-15,-4.16144e-12,-8.97103e-09,
0.0450651,1.8,1.97111,0,1.18319,0,1.32326,1.8,1.541,1.97111,1.18319,1.32326,1.54098,1.97112,1.18295,1.2726,1.8,1.97111,1.1817,1.27197,1.54098,1.8,1.27197,1.54098,4.42062e-11,1.27197,1.541,1.8,1.2726,1.541,4.40632e-11,1.2726,1.54098,1.8,1.32326,1.54098,1.35039e-10,1.32326,1.541,1.8,1.32326,1.541,1.35039e-10,1.32326,1.1817,4.00507e-11,1.97111,1.1817,1.18295,4.00496e-11,1.97112,1.18295,1.18319,4.00494e-11,1.97111,1.18319,1.18319,4.00494e-11,1.97111,1.18319,1.15788e-11,-3.35857e-12,-6.82347e-14,3.19139e-12,-7.26939e-09,
0.0450909,1.8,1.97112,0,1.18283,0,1.30635,1.8,1.55434,1.97112,1.18283,1.30635,1.55432,1.97112,1.18268,1.27238,1.8,1.97111,1.18143,1.27174,1.55432,1.8,1.27174,1.55432,4.42224e-11,1.27174,1.55434,1.8,1.27238,1.55434,4.40591e-11,1.27238,1.55432,1.8,1.30635,1.55432,8.57996e-11,1.30635,1.55434,1.8,1.30635,1.55434,8.57996e-11,1.30635,1.18143,4.00509e-11,1.97111,1.18143,1.18268,4.00498e-11,1.97112,1.18268,1.18283,4.00497e-11,1.97112,1.18283,1.18283,4.00497e-11,1.97112,1.18283,3.34145e-12,6.59378e-13,-7.735e-14,-3.96946e-12,-5.24419e-09,
0.0451426,1.8,1.97111,0,1.18221,0,1.291,1.8,1.5726,1.97111,1.18221,1.291,1.57258,1.97112,1.18214,1.27193,1.8,1.97111,1.1809,1.27128,1.57258,1.8,1.27128,1.57258,4.42125e-11,1.27128,1.5726,1.8,1.27193,1.5726,4.40437e-11,1.27193,1.57258,1.8,1.291,1.57258,6.10457e-11,1.291,1.5726,1.8,1.291,1.5726,6.10457e-11,1.291,1.1809,4.00514e-11,1.97111,1.1809,1.18214,4.00503e-11,1.97112,1.18214,1.18221,4.00502e-11,1.97111,1.18221,1.18221,4.00502e-11,1.97111,1.18221,6.82455e-12,1.60131e-12,-7.1471e-14,3.45091e-12,-3.34926e-09,
0.0452461,1.8,1.97112,0,1.18107,0,1.27865,1.8,1.59487,1.97112,1.18107,1.27865,1.59484,1.97111,1.18106,1.27109,1.8,1.97112,1.17983,1.27041,1.59484,1.8,1.27041,1.59484,4.4191e-11,1.27041,1.59487,1.8,1.27109,1.59487,4.40336e-11,1.27109,1.59484,1.8,1.27865,1.59484,4.94277e-11,1.27865,1.59487,1.8,1.27865,1.59487,4.94276e-11,1.27865,1.17983,4.00523e-11,1.97112,1.17983,1.18106,4.00512e-11,1.97111,1.18106,1.18107,4.00512e-11,1.97112,1.18107,1.18107,4.00512e-11,1.97112,1.18107,-6.33054e-13,1.45627e-12,-6.34052e-14,-3.76033e-12,-1.9298e-09,
0.045453,1.8,1.97111,0,1.17889,0,1.27072,1.8,1.61962,1.97111,1.17889,1.27072,1.61959,1.97112,1.17892,1.26952,1.8,1.97112,1.17769,1.26879,1.61959,1.8,1.26879,1.61959,4.4212e-11,1.26879,1.61962,1.8,1.26952,1.61962,4.40803e-11,1.26952,1.61959,1.8,1.27072,1.61959,4.47909e-11,1.27072,1.61962,1.8,1.27072,1.61962,4.47911e-11,1.27072,1.17769,4.00542e-11,1.97112,1.17769,1.17892,4.00531e-11,1.97112,1.17892,1.17889,4.00531e-11,1.97111,1.17889,1.17889,4.00531e-11,1.97111,1.17889,3.9354e-12,1.01034e-12,-5.65695e-14,3.15593e-12,-1.05101e-09,
0.0458667,1.8,1.97112,0,1.1746,0,1.26655,1.8,1.64556,1.97112,1.1746,1.26655,1.64553,1.97112,1.17463,1.26674,1.8,1.97112,1.17341,1.26598,1.64553,1.8,1.26598,1.64553,4.45054e-11,1.26598,1.64556,1.8,1.26674,1.64556,4.43899e-11,1.26674,1.64553,1.8,1.26655,1.64553,4.43068e-11,1.26655,1.64556,1.8,1.26655,1.64556,4.43072e-11,1.26655,1.17341,4.00579e-11,1.97112,1.17341,1.17463,4.00569e-11,1.97112,1.17463,1.1746,4.00569e-11,1.97112,1.1746,1.1746,4.00569e-11,1.97112,1.1746,-2.28073e-12,5.53955e-13,-5.20355e-14,-3.8878e-12,-5.59448e-10,
